Freq,Vmod,IHr1,IHi1,VHr1,VHi1,IHr2,IHi2,VHr2,VHi2,IHr3,IHi3,VHr3,VHi3,IHr4,IHi4,VHr4,VHi4,IHr5,IHi5,VHr5,VHi5,IHr6,IHi6,VHr6,VHi6,IHr7,IHi7,VHr7,VHi7,IHr8,IHi8,VHr8,VHi8,IHr9,IHi9,VHr9,VHi9,IHr10,IHi10,VHr10,VHi10,Modulation,File Number,Rank
236.7424,0.0099973,0.00010714656472798282,0.0001239061002964496,0.009646824691461147,0.002623758381494781,-5.907491562646989e-07,3.2274463765154136e-09,-1.7810252051136166e-06,-1.363186969275721e-07,-3.885742902421868e-07,-2.5392756939581725e-07,7.990306627407987e-06,-2.154675896253427e-08,-2.117021355300898e-08,6.550556566544947e-09,-7.507409043429201e-08,1.0699290158559624e-07,-2.460600120862059e-07,-1.0434120696197284e-07,-7.567147413041663e-06,2.5256970340506994e-06,4.033404476003149e-09,-2.489719661994797e-08,5.973732000083331e-07,-6.458882382072802e-08,1.0547590342345159e-07,1.1402174186437271e-08,1.6749591879356346e-06,-1.2606388083341418e-06,-4.1622559043505223e-08,6.255690829081466e-09,-6.504209031601206e-07,-6.399304216340454e-07,-5.037641946061667e-08,1.3449038395646663e-09,-8.717586944090918e-07,4.624731360605164e-07,2.5734201126547177e-08,2.833003431445682e-08,1.6705397705532186e-06,-8.859482282842492e-09,10mV,1,35
189.0121,0.0099761,9.055165245701103e-05,0.00012083129065263374,0.009424437399069285,0.003271538903739777,-5.342348621181442e-07,-1.5034703255370583e-07,-2.561052373110027e-06,-4.374537094043143e-07,-2.6118679390273906e-07,-3.6738671942740845e-07,7.952741579657453e-06,3.8517653167315093e-07,-1.244200785380246e-08,2.006132648904354e-08,-1.5059164730582257e-06,6.49901069190514e-08,-1.6315262587555966e-07,-1.1166475608889575e-07,-8.402417298318273e-06,2.7323047966786438e-06,3.6588953130368044e-08,-8.846137852056287e-09,1.3236155060335688e-06,1.4673194913488962e-07,6.002917832476805e-08,2.691800836368802e-08,7.878610272484807e-07,-1.3447690473345024e-07,-1.7833674963262972e-08,-2.1686147386775665e-08,-7.413771532784918e-09,2.006708278018414e-07,-7.492657028206697e-08,-4.989600669406114e-08,-1.7810252051136166e-06,-6.712010036922403e-08,7.542601968899725e-08,1.5800168443091934e-08,6.393746798982066e-07,3.4170228094058727e-07,10mV,1,34
149.6011,0.00996,-6.57001636613407e-05,0.00012209745373269589,0.0010335967645842517,0.009906190353946026,4.287884472571769e-07,-2.0861959190585464e-07,-3.427158743172444e-07,-1.1446291020457238e-06,1.3482935326969792e-07,5.665646680374697e-07,-6.430252291415167e-06,3.991319469124748e-07,5.3825156009158746e-08,-1.4430182200173365e-08,6.595040212207656e-07,-3.8259901697029136e-07,-1.0012370171121605e-07,1.3571445208596126e-07,-2.1367883043980987e-06,7.795852262581687e-06,1.359883454782365e-08,1.4383634686593071e-08,6.159063582577979e-07,-5.313940606247273e-07,3.610836358711723e-08,8.228727566063253e-08,5.777119854720065e-07,1.4981824926389976e-06,3.893142111974378e-08,-1.1853076293421712e-08,-2.227257092779189e-07,-9.871840432341198e-07,1.1053205941378254e-08,-3.1899133695409007e-08,9.168232724867178e-07,-2.0152543263816605e-06,-7.832994151117856e-09,-5.7691704277034443e-08,-2.474564374936147e-07,1.49273556071517e-07,10mV,1,33
119.1737,0.0098874,-2.9117331424047304e-05,-0.00012324760710646964,-0.007335345656770911,-0.0066297348483683105,-1.2011943299776108e-07,-5.209521926898587e-07,-6.792269971150112e-07,-4.1842281427215486e-07,-5.103968562136965e-07,3.4429415874993964e-07,-7.292038680986272e-06,-4.150937776434155e-06,-4.863881503128529e-09,-1.4438866355329813e-08,-4.789986634785843e-07,1.3634444003382467e-07,5.868377509103917e-10,2.2336321023533241e-07,6.632440636660696e-06,4.936489216158586e-06,1.515813758286146e-08,6.291503577839873e-09,1.2750019148269937e-06,-1.418340193353926e-07,-5.970524607918041e-08,-3.838868351955274e-08,-1.9191319983141143e-06,-4.638110041876083e-07,-7.767260841826148e-09,-2.5803906387211338e-08,1.5561199496681247e-07,-4.476251089953791e-07,-2.7254701676967375e-08,3.863707687353142e-08,4.5033388039449636e-07,1.827429087628984e-06,2.8805464187913668e-08,2.27160926077477e-08,2.8450540777931845e-07,5.47219662814855e-07,10mV,1,32
94.69697,0.0100735,2.6530867400988386e-05,-4.755845530652335e-05,1.2948892930478653e-06,-0.005036765796565603,2.2286403704198854e-07,7.715282969137208e-08,-4.707693768562222e-08,2.427437917678755e-07,1.1090594212433494e-08,-2.533274125152852e-07,2.2909762525988617e-07,2.9015253931056954e-07,-1.20378079400067e-08,4.204414936470079e-08,1.5856383432196265e-07,3.6420153483446674e-07,3.491784988409857e-08,1.6958088942915274e-08,7.401551843722538e-08,4.051631258142578e-07,-3.680639951412637e-09,2.9037815056794187e-08,4.979895628834329e-07,-2.3512736785101993e-08,-1.4068265062183869e-08,3.4123492755239674e-08,9.934632619364911e-08,-3.9105590358784793e-07,2.8905862302298703e-08,3.3143067106037615e-09,-1.123629135498829e-07,-1.7806296672578903e-07,-2.25168873692353e-09,-1.6049213661134526e-08,3.6509922899026994e-07,3.830040565733898e-07,-2.793995443919788e-08,4.121293429487255e-08,5.578978590942484e-09,5.642517659503824e-07,10mV,1,31
75,0.0100005,2.4496830550731455e-05,-4.279432336827898e-05,1.3888019124242035e-06,-0.005000263618695538,2.1310607394704875e-07,2.8264671131370886e-08,7.706951262517008e-07,-9.030376733603134e-07,3.2015010819175955e-08,-2.6781812968505416e-07,-6.779536524817027e-07,-8.272677567077034e-07,-3.5140334403672845e-09,-1.0937832631192904e-08,1.1324646557006241e-07,-1.4697313883853496e-07,-3.299418798296748e-08,2.6900065529115413e-08,-7.161556487624788e-07,7.050619167637038e-07,-4.832847249414858e-08,3.0049143482042793e-08,-7.273329077497814e-07,-1.4359095871577205e-07,-1.606568703942748e-08,2.7444195245781916e-08,1.0523592905958641e-07,6.44389613772903e-08,1.0613523630273423e-08,-8.501109517593694e-10,7.677850503908145e-07,5.4108053964350654e-08,-5.344645613365953e-09,2.4672513440225945e-09,-1.0962709531638524e-07,-1.0420181853773147e-07,-5.042746373138357e-09,2.3909534174782205e-08,3.232006110399721e-07,-2.9564410734995954e-07,10mV,1,30
54.50581,0.0099981,4.777942617564414e-05,-7.550685083292163e-05,1.3501320103280642e-06,-0.009998103186956821,4.6169134112556707e-07,2.034099826954628e-07,1.3689145342033319e-06,-6.763450950399379e-08,1.5264181502952528e-07,-5.102594123331034e-07,9.817007616023219e-08,7.376459496679527e-07,1.905051734533737e-09,5.1391283419771206e-08,-6.473526121569439e-07,1.576803927872177e-07,7.038033771786262e-11,5.394174023970688e-09,6.909701624981322e-07,6.214418995001429e-08,-1.7941597135741566e-08,3.748854763564572e-08,-1.6617009357883867e-06,3.9512640796792213e-07,-3.6323136223359184e-08,1.5471794683034973e-08,-1.195452401943507e-06,1.134685412935288e-06,-2.937460780696465e-08,4.370455762090482e-08,8.997403460512928e-07,1.2970990017390732e-06,8.207368521854036e-09,3.35427371170164e-08,-1.5101569040366535e-07,-6.479139886499452e-08,3.5631497403011096e-09,4.1429684620393135e-08,8.993055858662976e-08,5.382507866935456e-07,10mV,1,29
45.95588,0.0099993,4.91008319729865e-05,-7.332255379166257e-05,-0.0005045659874047714,-0.009986523208560546,4.343570236444555e-07,7.631873095170181e-08,1.0436940284487265e-06,-4.769508159490074e-07,3.908439925243611e-08,-5.299194115296497e-07,-2.7269661404806854e-07,3.178639435798358e-07,-2.747686578878143e-09,2.655150608016427e-08,-1.0661844435078412e-06,7.830878355046024e-07,-9.711281893983683e-09,2.8236784607687844e-08,1.6451270157499816e-07,-1.698700298113973e-07,-6.541473558969737e-09,1.6932202205597773e-08,-1.0149162187650833e-06,3.566662072265785e-07,-6.354328910493953e-09,1.7742071489468948e-08,5.730057479014718e-07,5.194334599063914e-08,1.8126052568740154e-09,1.6039645622501595e-08,2.438865426175337e-07,4.911655405032445e-07,-6.154361322483088e-09,1.4247439291410465e-08,-1.2440195892675668e-07,-7.415444282264163e-07,-1.233995245789902e-08,1.597908855581904e-08,-2.663156382604673e-07,-1.6357633751709878e-07,10mV,1,28
37.5,0.0099985,4.658728833673745e-05,-6.639953646210803e-05,-0.00036669452817988756,-0.009991750274469599,4.1132047908230884e-07,1.0913909220047543e-07,1.0120555298934456e-06,4.5468048787553705e-07,8.134181865146885e-08,-5.065445605668791e-07,7.120512253539945e-09,-3.098830282143654e-07,-3.7016211354356563e-09,2.658860708908965e-08,-1.735548295394211e-07,-1.0389441491315406e-07,-8.299253733506192e-09,2.2376913372190732e-08,3.7668230097871294e-07,6.203353878730205e-07,-8.53680183722843e-09,1.7361438118864917e-08,-8.408006756452682e-07,1.2939501668541017e-07,-3.896443416759043e-09,2.1663100125126366e-08,-2.836011949828762e-07,-2.7999207777752624e-07,1.3793498834975615e-09,1.4322580435454993e-08,2.486648166914018e-07,-1.8489825862030264e-07,-8.495884661393332e-10,1.1750766781018783e-08,1.241433125244508e-07,-8.29259367151089e-07,-6.6106076099372154e-09,7.404445457253676e-09,6.198395292427135e-07,1.692921909886464e-07,10mV,1,27
30.04808,0.0100013,4.3604181603606696e-05,-5.956711718889301e-05,-0.0002453693676347688,-0.009998250132584787,3.7958585819896024e-07,1.4843022074951748e-07,7.713254456558679e-07,7.015199747025664e-07,1.174137551908115e-07,-4.689461462151065e-07,4.094217868893884e-07,-1.0694290692645765e-07,-6.992333681489046e-09,3.4723760121206315e-08,-4.090102286456508e-07,-9.42598198544444e-08,-5.28375156610799e-09,2.3577116647820338e-08,-6.866858688021838e-07,-2.123818419235053e-07,-4.962759337934011e-09,2.1774215326663758e-08,-7.375924747176254e-07,3.480475699328255e-07,1.4148422244957437e-11,1.0544670212309728e-08,7.275437139589226e-07,9.076756309322897e-08,3.80419581288153e-09,2.4797870214278173e-08,-2.0179501709849343e-08,-3.4009968971228866e-07,-6.818452809432236e-09,2.628313695961706e-08,4.309633530364983e-07,8.086367083632179e-07,-6.631549019203793e-09,8.159517280145928e-09,-1.4732293572435317e-07,1.4734934174321311e-08,10mV,1,26
23.91582,0.0099996,4.085972340912641e-05,-5.323077751685418e-05,-0.00014540656586190307,-0.009998505353938621,3.5334932399564075e-07,1.610062253383548e-07,-3.760399386621788e-07,-4.287050307540838e-07,1.4318227309333313e-07,-4.3512854343399074e-07,4.1072794569676134e-07,3.2837298665891715e-07,-1.1991591882730083e-09,2.7476512235390832e-08,-7.285921102474663e-08,1.3365157853728408e-07,-4.79727867346683e-09,2.413804015054002e-08,-1.0606233801301128e-07,-3.1698624728768794e-07,-5.86729364699088e-09,2.07519930375675e-08,-7.674874026301088e-08,3.002261592920484e-07,-4.948570798427765e-09,1.5564690836413356e-08,2.7557906855031477e-08,-5.258420570526327e-07,4.258994741142916e-10,1.738085040971718e-08,1.4043781489885285e-07,4.336981989981718e-07,-7.750559863537997e-09,1.8309281613415115e-08,-3.275423571618921e-07,2.3553903658019195e-08,-9.714737878376732e-09,1.1237495646224999e-08,-1.1147980347144164e-06,-5.909955387837686e-08,10mV,1,25
18.8253,0.0100008,3.771420308719188e-05,-4.731317764179926e-05,-6.30330452710527e-05,-0.010000591318943122,3.276914020131141e-07,1.7107653075679687e-07,9.230556453648355e-09,6.055990615822238e-07,1.6821595237059358e-07,-4.05976630068926e-07,2.1872105421684274e-07,2.908871569649616e-07,-2.8911010923549218e-09,2.502549230655951e-08,-5.202997761987795e-07,-2.928555654670897e-07,-3.7627560409409615e-09,1.8631169878463383e-08,2.1447067954930422e-07,-5.102190851494888e-07,-5.404414918900092e-09,2.014038986601496e-08,-2.500283174393117e-07,5.025759237574696e-07,-2.9179910374182314e-09,1.2515767929914978e-08,2.3680464723308134e-07,-1.0488383407672933e-07,4.248785886989534e-09,1.6011946924057303e-08,4.530233168425656e-07,-4.639901010770307e-07,4.2312606873595644e-10,1.0360138544361297e-08,4.348355360615365e-07,1.7108680590221093e-07,-4.3798205075238215e-09,8.614838804512784e-09,-6.333025109002017e-08,2.7600123339577007e-07,10mV,1,24
15.02404,0.0099971,3.484821091469515e-05,-4.234022823223574e-05,-4.137679524286907e-06,-0.009997085616104521,3.022917949765896e-07,1.7383181652386406e-07,7.294672653746193e-07,-2.9615731219349257e-07,1.7562400075786824e-07,-3.715930104065573e-07,6.317011350116833e-08,-8.87511044756106e-08,-1.4694253437316172e-09,2.248337713693313e-08,-4.4824769441912694e-10,-3.7475167849520457e-07,-3.5961506347499547e-09,1.8849157640851045e-08,3.6082068053691857e-07,1.9676472574839306e-07,-1.817468825703364e-09,1.491072754925036e-08,1.0963543696669454e-07,-2.934278800181125e-07,-2.24577997588324e-09,1.2550150997150176e-08,4.66576233643786e-09,-6.661992175842565e-07,1.4017386519568808e-09,1.4990232867960023e-08,4.3243800213157596e-07,-4.367479284483425e-07,-3.87662674921629e-09,1.0657858120599474e-08,-1.678208564566056e-07,1.7173159889830543e-07,-6.327237881939743e-09,7.204258003228036e-09,-7.449046217477016e-07,2.5845327376628027e-07,10mV,1,23
11.95791,0.0099992,3.1971170198742384e-05,-3.78313176478259e-05,4.63784708654183e-05,-0.009999127386935197,2.75702922722457e-07,1.7303024469612833e-07,9.132160335337555e-09,-2.6098968788748336e-07,1.779027628456765e-07,-3.351598859330933e-07,-3.3806167538638756e-07,8.040056008881844e-07,-6.728538657932639e-10,1.9796161446098586e-08,-5.06370656492881e-07,-3.985876956618303e-07,-1.6301628684931212e-09,1.3440431580294407e-08,-4.610847760898305e-07,4.148420918234869e-07,-2.308362240581286e-09,1.4374928434349709e-08,-2.809476663010391e-07,3.7646011476981204e-07,-4.707364521967232e-09,1.5599073903648553e-08,-1.0048335389779707e-07,8.345948192714453e-07,1.2898367941254183e-09,1.2386754087978804e-08,4.881615520229817e-07,-3.1704856107278005e-07,-6.988998126219666e-10,7.646154442441458e-09,2.122455028972578e-08,-4.157877366578893e-07,-7.009537368504444e-09,8.173203110924925e-09,-3.3443510148237704e-07,3.6235764341708823e-07,10mV,1,22
9.52744,0.0100003,2.922450229557089e-05,-3.3806333266790596e-05,8.60162253683067e-05,-0.009999910728666229,2.506091393687957e-07,1.703995864992453e-07,4.2382544153672373e-07,-4.7426745619983896e-07,1.8159242393282098e-07,-3.0437499784522584e-07,-2.1558205253554726e-07,5.608098132075222e-07,-4.666566670401459e-10,1.9331426562707184e-08,1.561021083545224e-08,1.4313863134668178e-07,-3.395620675877177e-10,1.1139251997813893e-08,3.8317519851152385e-07,-8.282459947453012e-07,-2.4568005267675268e-09,1.1506262514336623e-08,5.532738226870266e-08,-2.8176271735179117e-07,-3.0096740607251408e-09,1.101015197723876e-08,9.610312569901972e-08,4.003589981487026e-07,1.9092722781339444e-09,1.196500908717485e-08,5.997926100543366e-07,-9.088220278012884e-08,-2.3856158661346076e-09,8.591847890435112e-09,-9.44329836760309e-08,-4.3019238567413587e-08,-3.945440392423543e-09,4.99688276439799e-09,-3.115471598297141e-07,-4.126556955589712e-07,10mV,1,21
7.524077,0.0100007,2.657616642915815e-05,-3.007303043299475e-05,0.00011951982854440181,-0.0100000311577899,2.2730433617153638e-07,1.6541139009971244e-07,2.7041420594091983e-07,-1.920145149749033e-07,1.7731288111055849e-07,-2.748994726423338e-07,-9.973991950572706e-09,1.1556776455017636e-06,-6.965684594673076e-10,1.6772440267223437e-08,-3.783428970601557e-07,3.288719388813919e-08,-2.2245170540020913e-09,1.0828453155832456e-08,2.0784542046588994e-07,1.5329522588951548e-07,-3.3428848731071538e-09,1.2163032131537453e-08,2.167016014439478e-07,4.103469919183971e-07,-2.525291552505863e-09,1.0962028941361633e-08,-5.522003462048378e-07,1.9501795102799318e-07,1.7283579033130206e-12,1.2027864250896263e-08,2.8205031093795185e-07,3.354086991317233e-07,-1.2753267420046012e-09,9.428996028099248e-09,3.8243074765345593e-07,3.2081467808064034e-07,-1.153860160103245e-09,5.233889489490882e-09,-3.682888330005941e-07,-3.646129825927696e-07,10mV,1,20
5.98659,0.0100002,2.416095482966785e-05,-2.6844646035139917e-05,0.0001448552435434467,-0.009999140645187343,2.0412670170945607e-07,1.584048457816302e-07,3.4978517436215685e-07,2.015724994332888e-07,1.7474343184442188e-07,-2.498406026859936e-07,-2.0103907575523116e-07,6.634178572546331e-07,3.353014177747652e-10,1.5616707379004392e-08,1.0144769286772713e-07,1.101732469165042e-07,-1.018445013059508e-09,9.170978287916004e-09,-2.533499515439355e-08,-2.5596922974105885e-07,-2.6372729598502086e-09,9.934269122285205e-09,-4.612542607464461e-07,4.509394510613219e-07,-2.125397256094921e-09,9.087011567358794e-09,1.5446946508802342e-07,-2.1289504676703838e-08,1.5505780002705753e-09,9.553909755558888e-09,1.5487373129307988e-08,2.5020189005700607e-08,-2.229360735453219e-09,7.628207188451467e-09,-2.4138040150540024e-07,1.3907254638399e-10,-4.161644919897403e-09,5.1936142340305805e-09,-4.316352149640601e-07,4.435752653915677e-07,10mV,1,19
4.76372,0.0099999,2.1916995653746165e-05,-2.3963185901804737e-05,0.00016571820815148664,-0.009998511983064695,1.8508232735428025e-07,1.4973317547928828e-07,4.489341404240507e-07,6.547312714186254e-08,1.6753746131695815e-07,-2.25386529998437e-07,-1.0794921931297722e-08,1.9512633723929692e-07,-5.389261841550133e-10,1.3801122329960282e-08,-4.6327713856781245e-07,1.6421814740646011e-07,-1.910518553835786e-09,8.885181194921241e-09,7.897549685677151e-08,1.2406475738047834e-07,-1.319882203199773e-09,8.482508189831104e-09,1.8596554791815606e-07,-3.7845338249471615e-07,-3.1074868159414614e-09,8.729322706949924e-09,-1.4512869499398366e-07,1.3310014573339312e-07,1.0813691196920843e-09,9.426734391253796e-09,5.671846018107882e-07,3.045591770646381e-08,-2.7845456247018367e-09,5.516566473813661e-09,-6.789376357618977e-08,3.875878762824316e-08,-2.9222513557748803e-09,3.8336280277940746e-09,-4.326008576621179e-08,-9.415370964309259e-08,10mV,1,18
3.76506,0.01,1.97901510384585e-05,-2.1320374307120014e-05,0.00018158391655435983,-0.009998304270447721,1.6563423922122077e-07,1.4077424304708926e-07,5.540221405353041e-07,-1.4342213697176375e-07,1.5958858672751035e-07,-2.0179866311783392e-07,6.720111933838716e-08,5.834101612740245e-07,4.794786122063146e-10,1.269953835321929e-08,-2.9003133678885675e-07,-2.525814148611334e-08,8.2840586716911e-11,7.350967192363406e-09,-2.324774851885233e-07,-2.3373370457947507e-07,-1.9294303456694888e-09,7.0901055570945774e-09,-2.475915611800821e-07,-4.82923989997646e-07,-2.1934673323275826e-09,7.1995546382788e-09,1.3921396774022732e-08,1.909650138320141e-07,5.921835886615965e-10,7.825581683313199e-09,5.291330866918833e-07,1.947626191887241e-07,-1.1034560419441842e-09,5.667526037616569e-09,-9.315254587782354e-08,3.530174257502213e-08,-2.4234394498020146e-09,3.57079754208138e-09,-4.4413399023413967e-07,-1.3603817440922323e-07,10mV,1,17
3.008665,0.0100003,1.792184234004217e-05,-1.9071995713815914e-05,0.00019428974152880559,-0.009998458950056107,1.4925554694568366e-07,1.3159047275555987e-07,4.856791652792788e-07,2.2495773602690808e-07,1.500859554718396e-07,-1.8145332277070944e-07,-2.2607341794509897e-07,6.823821296697525e-07,1.9651027779260048e-10,1.11855453948947e-08,-6.324954148007379e-08,-3.777957731882127e-08,-7.860813278685819e-10,7.044585558055693e-09,2.389796634978373e-09,1.1568476862537583e-07,-1.0971053391656526e-09,6.806343605804417e-09,2.2055135592577028e-08,-2.7184620765825714e-07,-1.3185364906068273e-09,5.921374057499503e-09,-9.048878624474617e-08,4.3567478342245734e-09,3.1763601212833764e-10,7.51659811702159e-09,3.9399614197236924e-07,2.0783304609721917e-07,-1.2352735622677656e-09,5.0497290526025735e-09,-3.468973060736172e-07,-1.292990048427772e-07,-2.017837475841683e-09,3.118077949698421e-09,-1.0651700767331422e-07,1.869801356637242e-07,10mV,1,16
2.38186,0.01,1.6138607426237344e-05,-1.6980506437587576e-05,0.0002049261743139351,-0.009997883320942046,1.3386459445511652e-07,1.2225721567107024e-07,2.647310561580021e-07,8.802727019963161e-08,1.4072242537828045e-07,-1.6323073907779386e-07,-9.53838213258577e-08,2.818450290005386e-07,3.324073623018901e-10,1.0449636165772602e-08,-1.7696452053538957e-07,1.071171866509332e-08,-5.036756957730837e-10,5.5329857142436814e-09,-7.96668594635332e-08,4.710860281116723e-08,-1.5523070973214456e-09,5.632149706324676e-09,-1.8312518836647734e-07,1.2252381702466448e-07,-2.019264947656203e-09,6.038404649203259e-09,-8.897040701466954e-08,2.894314008791938e-07,9.47702736106569e-10,6.38759828454878e-09,2.7555807631774834e-07,2.8239822957138256e-07,-1.6688305608805693e-09,4.390581788850004e-09,-1.2675761887701894e-07,3.0930960880899695e-07,-2.0991105615043117e-09,2.083505598727001e-09,-3.964079285233882e-07,-1.403115300471503e-07,10mV,1,15
1.890121,0.0099999,1.452772979034674e-05,-1.5137609389120138e-05,0.00021312529841266225,-0.00999763362385994,1.1972024912269436e-07,1.1243450811147805e-07,3.9547200640722703e-07,-1.1898342175961108e-09,1.3019504171706201e-07,-1.4553207731556368e-07,-5.5257942173081454e-08,3.8748965473110744e-07,6.107534280753354e-11,8.716696431488361e-09,-3.46196386476766e-07,-7.971637903530316e-08,-1.9108400664503565e-10,5.006177904007556e-09,-1.3713993516265952e-07,6.05216229551472e-08,-1.1908186428180438e-09,4.63918396030001e-09,-6.81612930074343e-08,-1.0391547343698126e-07,-1.5797991880031093e-09,5.158831209522276e-09,-1.3793940776713857e-07,2.535477204717986e-07,8.546126807905327e-10,5.00242471379554e-09,3.325945246280354e-07,1.1450102767949573e-07,-5.765883486025272e-10,2.946879663992739e-09,-1.4924969121765195e-07,2.2656596201236922e-08,-1.6274703384528842e-09,2.06067488852944e-09,-1.5538472642792176e-07,8.575870591743333e-09,10mV,1,14
1.502404,0.0100005,1.3072636617186297e-05,-1.3507949229354266e-05,0.00021973343225371964,-0.009998099872393786,1.0741842518826215e-07,1.0302726998000677e-07,2.7023091060498415e-07,1.0813538727021147e-07,1.201843984332826e-07,-1.3091198170192446e-07,-1.6095728029084453e-07,4.6622400607840743e-07,2.804763354372044e-10,7.731825953253936e-09,-2.1189250193383733e-07,5.772763414035349e-08,-7.013918115984764e-11,3.734639707554031e-09,-5.322603769171154e-08,1.3393408979345503e-08,-1.0558659878033765e-09,4.409975297178391e-09,1.0435711686454956e-07,-9.948267626844007e-08,-1.0245746344834844e-09,4.424465461920987e-09,-8.781730367979304e-08,-2.613864410829897e-08,2.9617222772715824e-10,5.2517605085310266e-09,3.01139100437821e-07,9.983653901825012e-08,-1.676286118004705e-09,3.6967310501020127e-09,-1.5015556129561265e-07,1.824052652748818e-07,-1.6829384460195863e-09,1.8701129255627024e-09,-4.353253179929428e-07,5.234930262284441e-08,10mV,1,13
1.195791,0.01,1.1757859945917562e-05,-1.2061694890958655e-05,0.00022485774670863093,-0.009997486678231974,9.629465219983017e-08,9.399021329703012e-08,3.721715121419156e-07,5.529017077434272e-09,1.1075380368094526e-07,-1.1735365111441064e-07,2.1139343922592804e-08,5.775843747950892e-07,2.4349752340244657e-10,6.678047919192882e-09,-2.0079600779919832e-07,-2.0427265296851036e-07,5.345851009457008e-12,3.5815544039901808e-09,-1.007775766100314e-07,8.154367554041069e-08,-1.1925665223927894e-09,3.402453095150393e-09,-7.179036388226588e-08,-6.49767823756434e-08,-1.4044112946188966e-09,3.970043288991452e-09,-9.944955273515887e-08,1.4754512193325416e-07,4.671288817874571e-10,4.030590411984896e-09,2.975890929399608e-07,-3.705166613030699e-08,-6.660006752583514e-10,2.374572846950296e-09,-2.7139233349308305e-08,-7.157893895469111e-08,-1.4307985309549566e-09,1.288958434920663e-09,-2.2761104373787606e-07,-1.3963270753721123e-07,10mV,1,12
0.9486946,0.0099999,1.0548044437481203e-05,-1.0746918219689919e-05,0.0002286330340075597,-0.009997320950080135,8.573557026743637e-08,8.930005135722394e-08,3.3988545845467606e-07,4.241755698788457e-08,1.0144082067369747e-07,-1.0244039344870885e-07,-4.704896277359152e-08,5.183948968215237e-07,-3.728028259149937e-12,7.787684074404637e-09,-5.959507000383679e-08,9.494327170409158e-08,-2.5052141393375476e-10,4.439827356742265e-09,1.0966148943216389e-07,1.8547267239458213e-07,-9.663129027039224e-10,4.4457637391411945e-09,-1.199377949433438e-07,9.590175494598993e-08,-1.7998430843279437e-09,4.289949445343702e-09,-1.8810189428081594e-07,4.141399568868556e-07,4.214379617813081e-11,4.994642119785105e-09,3.263538653423259e-07,3.3379008751541344e-09,-1.0358491206532002e-09,2.8591906891451877e-09,-7.309620228187868e-08,5.064827992089598e-08,-1.5408508626118776e-09,2.0054829945491388e-09,-9.712696107546056e-08,-5.869053679963427e-08,10mV,1,11
0.7515633,0.0100002,9.449819217950846e-06,-9.576877467695303e-06,0.00023221939121339025,-0.009997487783086319,7.642863081345903e-08,8.06323695790696e-08,4.0385243710406785e-07,-2.75761480002774e-08,9.225893968309905e-08,-9.179174097451695e-08,-1.3601773460382957e-07,5.504556707076945e-07,-1.8106562938083696e-10,6.5542412557875365e-09,-3.5078020618580777e-07,1.2494841988609242e-07,-3.185403354102145e-12,3.736008622088235e-09,1.0100361876059852e-08,1.1755153052770832e-07,-9.793860917482816e-10,3.648552771507606e-09,-8.494453875015774e-08,-3.247182389690938e-08,-1.2977055667748097e-09,4.0881444845560984e-09,-3.631128113623086e-08,1.9196744817978057e-07,2.5006919705009904e-10,3.729735259113895e-09,3.710345065348545e-07,7.97525409180348e-08,-6.658801356492462e-10,2.57372615730845e-09,-1.6598823455355228e-07,2.3227518635784323e-08,-9.590076057707888e-10,1.4748623319663343e-09,-2.2565534106072243e-07,1.0369824802409206e-08,10mV,1,10
0.5978954,0.0100002,8.477547393819343e-06,-8.552677489320414e-06,0.00023507985911415895,-0.009997402709301708,6.873894400494643e-08,7.276748601697458e-08,5.335821141707614e-07,5.291765074676656e-08,8.419233181458364e-08,-8.283403493064157e-08,-1.5662172135325994e-07,5.012868901924534e-07,-2.7673828172972248e-11,5.461510476917869e-09,-2.9219055363647063e-07,-1.1542943678610674e-08,2.8599298367023967e-10,2.8367930818511034e-09,2.29590279812591e-10,-8.693431513532979e-08,-9.926302017599055e-10,3.1479399529514054e-09,3.334877993664562e-08,1.3426598803887445e-07,-8.762876028571572e-10,3.2612350321126745e-09,-1.1083876698012221e-07,2.9096383385654654e-07,2.7981309137353837e-10,3.4477620670092665e-09,4.635204274947145e-07,1.1304759178785369e-07,-8.859945216813299e-10,1.876614993386582e-09,-4.033682899298241e-08,-1.1884111651989729e-07,-1.230861878865769e-09,1.1646523773511048e-09,-2.227910061697441e-07,5.0062408807052555e-08,10mV,1,9
0.4763719,0.0100004,7.604712460792198e-06,-7.645592071579546e-06,0.0002370619678101725,-0.009997631414151248,6.172128485214746e-08,6.54896999570466e-08,5.234309334142212e-07,-1.3092778111906657e-07,7.677903536916734e-08,-7.433964955659522e-08,-1.118342407455114e-07,4.009760593007224e-07,2.0815654744961202e-10,4.511010912520838e-09,-2.0004316004810378e-07,-3.6096486402901985e-08,1.1072540892426325e-10,2.3933454271364533e-09,1.019875799437065e-07,-4.5800930353340726e-08,-6.844096478793705e-10,2.371636144099681e-09,-7.153408186825958e-08,5.49910425088139e-08,-1.1068419785717221e-09,2.595699500533822e-09,-6.433415489406632e-08,2.8665666967564397e-07,1.8946616842676774e-10,2.8370438837875557e-09,4.253882580085806e-07,-6.246318349667708e-08,-7.757413275043779e-10,1.8298188875785253e-09,3.2229451999114226e-09,7.044995459017913e-08,-9.566260922288394e-10,9.20551492990524e-10,-3.6206319973398477e-07,-9.549185398377085e-08,10mV,1,8
