Freq,Vmod,IHr1,IHi1,VHr1,VHi1,IHr2,IHi2,VHr2,VHi2,IHr3,IHi3,VHr3,VHi3,IHr4,IHi4,VHr4,VHi4,IHr5,IHi5,VHr5,VHi5,IHr6,IHi6,VHr6,VHi6,IHr7,IHi7,VHr7,VHi7,IHr8,IHi8,VHr8,VHi8,IHr9,IHi9,VHr9,VHi9,IHr10,IHi10,VHr10,VHi10,Modulation,File Number,Rank,theta,Re{I1} Rot,Im{I1} Rot,Re{I2} Rot,Im{I2} Rot,Re{A1} Rot,Im{A1} Rot,Re{A2} Rot,Im{A2} Rot,Re{A1} Processed,Im{A1} Processed,Re{A2} Processed,Im{A2} Processed,I1 Mag (A * 10^6),I2 Mag (A * 10^6),I3 Mag (A * 10^6),I1_mag_div_g1,I2_mag_div_g2,h1_2nd,h1_4th,h1_6th,h2_2nd,h2_4th,h2_6th,"Re{A1}, 2nd order","Im{A1}, 2nd order","Re{A2}, 2nd order","Im{A2}, 2nd order","Re{A1}, 4th order","Im{A1}, 4th order","Re{A2}, 4th order","Im{A2}, 4th order","Re{A1}, 6th order","Im{A1}, 6th order","Re{A2}, 6th order","Im{A2}, 6th order"
0.0946587,0.0050006,1.7932653616799022e-06,1.7585434272255812e-06,0.005000564826603438,1.3552527156068805e-19,-7.284900211311609e-09,-1.1240464671445149e-08,-3.376777018098951e-07,-6.655986588950934e-08,-2.0432848082158543e-09,-3.990941520606911e-09,3.130430670776686e-07,2.59362467646861e-07,-5.394015040832944e-10,1.899420587626354e-09,-3.025630183600295e-07,-3.600398765457849e-08,-1.7510639764701324e-09,-4.817541458653719e-10,-2.3601765831740973e-07,-7.817364585797368e-08,6.422021402441843e-10,-1.0706665716314136e-09,4.314434148659607e-07,1.3591969048915839e-08,1.3610688387905688e-09,3.7317838044341975e-10,1.6488199600349602e-07,4.095835118524397e-08,-3.560901963111672e-10,9.100454432722528e-10,-7.441691054023251e-08,-1.0969210591197316e-08,-9.44212819645677e-10,-3.295937552473082e-10,-4.777108236751714e-08,3.775461787774719e-08,2.538147959470384e-10,-8.358791626631813e-10,3.192704732452098e-08,-3.599749756849874e-08,5mV,2,1,1.5739580680332759,1.7932653616799022e-06,1.722622094848882e-06,-7.284900211311609e-09,-1.1240464671445149e-08,0.00035861256155296197,0.00034448550405433864,-0.00029133018431935694,-0.00044951702145247974,0.00035861256155296197,0.0003516689590483814,-0.00029133018431935694,-0.00044951702145247974,2.5116280860906226,0.013394693617950893,0.004483595323887951,0.08362798099661892,6.478441440815334e-05,1,0.997629799012232,0.9976372894825286,1,0.988939062057083,0.9890458012588089,0.00035861256155296197,0.0003516689590483814,-0.00029133018431935694,-0.00044951702145247974,0.0003594645648195649,0.0003525044654806563,-0.0002945886106605636,-0.00045454471230759515,0.00035946186588411625,0.0003525018188030953,-0.00029455681824700755,-0.00045449565720855046
0.1193355,0.0050003,2.0098257579516936e-06,1.9774811814157085e-06,0.005000263609356309,-4.404571325722362e-19,-8.351468309022529e-09,-1.0920869643876805e-08,-6.657085321087853e-07,1.211899342661537e-07,-3.447763249087209e-09,-4.658542551491333e-09,3.8669749484475517e-07,6.622637509622789e-08,-4.314184703269232e-10,1.2973813861676022e-09,-2.0577991481229066e-07,4.1396789486537464e-08,-1.3657461868710518e-09,-3.5447342298046746e-10,-2.864852305191713e-07,-9.701627946661014e-09,6.454174578836994e-10,-5.527104227127554e-10,5.38074334320607e-07,-2.0507296694728517e-08,9.30146392515999e-10,3.2150707335121584e-10,7.913202953955683e-08,-8.227704383337215e-08,-3.723763587629435e-10,6.558137909662873e-10,-1.0468773590597307e-07,9.325297739643916e-08,-5.787801378217028e-10,-3.234016582775623e-10,-1.3725621824838123e-07,-4.272171073833752e-08,2.5597184381945144e-10,-5.347177980138644e-10,1.2863033203376506e-07,-6.966931463276339e-08,5mV,2,2,1.581094755186039,2.0098257579516936e-06,1.9321981599500937e-06,-8.351468309022529e-09,-1.0920869643876805e-08,0.00040194396035260656,0.0003864192592435798,-0.00033402351074338717,-0.00043678872790281405,0.00040194396035260656,0.00039547538608074957,-0.00033402351074338717,-0.00043678872790281405,2.819544537718701,0.013748178668287576,0.005795609556018398,0.08361239805899998,5.922135774423159e-05,1,0.9976300845495418,0.9976375732151983,1,0.9889403945645284,0.9890471080501325,0.00040194396035260656,0.00039547538608074957,-0.00033402351074338717,-0.00043678872790281405,0.0004028987964352495,0.00039641485577223535,-0.00033775899192637547,-0.00044167346212523783,0.0004028957721161371,0.00039641188012416853,-0.00033772254933529035,-0.0004416258076563469
0.1502404,0.0050009,2.2522873802282436e-06,2.2222333313250683e-06,0.00500092537358932,4.607859233063394e-19,-9.629507776999245e-09,-1.0523260364103491e-08,-8.326296985958284e-07,-4.559109985086567e-08,-4.8164868792134885e-09,-5.224882385074672e-09,2.703871386426502e-07,-1.7526095640070103e-07,-4.5151196522644306e-10,5.527551896067015e-10,-2.9334293219896026e-07,-1.1513445978339878e-07,-8.646478181219139e-10,-3.929303956818782e-10,-1.4275783169726877e-07,-7.531246020288788e-08,6.12761569102e-10,-7.724648276096441e-11,3.0003546179250984e-07,8.29285198742969e-09,5.929454412305413e-10,2.0391014879475521e-10,1.1517780667718728e-07,-6.061067917379292e-08,-2.803898394526999e-10,3.154692994818026e-10,-4.4938843231334944e-08,1.3493885693476225e-08,-3.9926454983478885e-10,-2.061904995802358e-10,2.251339212712195e-08,-1.7866884719624994e-09,2.637672166334215e-10,-1.5333601437694602e-10,1.3402046990943454e-07,1.8314364172941163e-07,5mV,2,3,1.5901074701167655,2.2522873802282436e-06,2.165215598529301e-06,-9.629507776999245e-09,-1.0523260364103491e-08,0.0004503741231818676,0.00043296298920278794,-0.00038503777637574583,-0.0004207746506519848,0.0004503741231818676,0.00044436442564430874,-0.00038503777637574583,-0.0004207746506519848,3.1640353066910487,0.014264165896329182,0.0071061903855370555,0.08362276131474157,5.476095793830039e-05,1,0.9976294572109918,0.9976369498418112,1,0.9889374669846286,0.9890442369738044,0.0004503741231818676,0.00044436442564430874,-0.00038503777637574583,-0.0004207746506519848,0.00045144429119098925,0.0004454203135566883,-0.0003893449173786138,-0.00042548155439491004,0.0004514409006736173,0.0004454169682816667,-0.0003893028865461594,-0.0004254356225151629
0.1890121,0.0050001,2.519210343277019e-06,2.4942533515988598e-06,0.005000100255956057,-4.0657581468206416e-19,-1.0790282896304854e-08,-1.1599523906458828e-08,-5.215728120536359e-07,2.78185812971797e-07,-5.497241568364376e-09,-5.835815847928338e-09,1.6908064089345363e-07,2.0131639341576863e-07,-4.6266890714919044e-10,6.705625166972076e-10,-3.665615324364837e-07,5.919047403329812e-09,-9.6667512653486e-10,-3.874366630728649e-10,-2.6581893913948504e-07,1.0396344523303448e-07,7.661748285352079e-10,-2.9163632896429184e-11,4.330800956404898e-07,-8.037754172647652e-08,5.157333286673269e-10,3.2064956539227154e-10,1.8436686921876646e-07,-4.894138426743194e-09,-3.7014846799314896e-10,2.482647144209764e-10,-8.278547586959318e-08,4.957540660947067e-08,-2.984859978038805e-10,-1.9511982588348914e-10,2.867834223975794e-08,4.811266701573238e-08,2.4867275622542687e-10,-2.6623126406629964e-10,8.472811310320925e-08,9.044711516093728e-08,5mV,2,4,1.601327804443325,2.519210343277019e-06,2.4225332065734596e-06,-1.0790282896304854e-08,-1.1599523906458828e-08,0.0005038319662243106,0.00048449692657417584,-0.0004315940077307222,-0.00046396235007622447,0.0005038319662243106,0.0004988406679701544,-0.0004315940077307222,-0.00046396235007622447,3.5450980995786368,0.015842321794446636,0.00801725710401536,0.08353337001732052,5.4224061994568436e-05,1,0.9976302393923476,0.9976377270794644,1,0.9889411171642889,0.989047816705703,0.0005038319662243106,0.0004988406679701544,-0.0004315940077307222,-0.00046396235007622447,0.0005050287634937695,0.0005000256089610878,-0.00043642032901643744,-0.00046915063194722864,0.0005050249730423228,0.0005000218560604019,-0.0004363732475223142,-0.0004691000194728494
0.238186,0.0050031,2.822555673996423e-06,2.8057919330108295e-06,0.005003067830177005,1.6263032587282567e-19,-1.1811727723295634e-08,-1.322909433993829e-08,-5.889467122428328e-07,-2.3386024525657607e-07,-6.300257221412593e-09,-6.341802279494284e-09,4.022762185864306e-07,2.3442642557188133e-07,-6.451284215477542e-10,7.922537837959275e-10,-3.804813436741234e-07,3.29214088001994e-08,-1.11097325049583e-09,-6.31136062315135e-10,-4.6383719453519696e-07,-5.5368323759517335e-08,8.468868606481386e-10,-2.5747268239894164e-10,3.8723598367602817e-07,-1.4669670134039912e-07,5.278637851531423e-10,3.441933888016396e-10,-3.237065255970072e-08,-1.9986356763159667e-08,-4.1304030987520723e-10,1.8357117943689584e-10,-1.9171726563459142e-07,-1.4254608805152084e-07,-6.076345792648478e-10,-4.653866368852993e-10,-4.985929251210891e-08,3.878984146068071e-08,4.1757626202879126e-10,-2.4022715480846834e-10,-1.1447485262758642e-09,-7.465791395295088e-08,5mV,2,5,1.6155155972029955,2.822555673996423e-06,2.7153592405207133e-06,-1.1811727723295634e-08,-1.322909433993829e-08,0.0005641649823277656,0.0005427388419846081,-0.00047188986010140424,-0.0005285150169038916,0.0005641649823277656,0.0005608142900016534,-0.00047188986010140424,-0.0005285150169038916,3.979860412647415,0.017734876623880357,0.008939334270971213,0.08353842316895978,5.407394775767567e-05,1,0.9976274256378163,0.9976349311166217,1,0.9889279863098093,0.989034939382787,0.0005641649823277656,0.0005608142900016534,-0.00047188986010140424,-0.0005285150169038916,0.0005655066889997299,0.0005621480280006398,-0.00047717312750169405,-0.000534432258182973,0.0005655024345391688,0.0005621437988081987,-0.00047712152656193306,-0.0005343744653082878
0.3004808,0.0050006,3.1647433246231774e-06,3.1551653584671956e-06,0.005000619421632905,2.710505431213761e-19,-1.3621859208815976e-08,-1.4830364228394916e-08,-5.339037559849836e-07,-6.725307676339229e-08,-6.942541770776938e-09,-7.5239189326833e-09,1.6228633442466457e-07,6.293461930374101e-08,-3.8120088983895106e-10,9.306093009372076e-10,-3.4010578908295096e-07,-3.699178868995482e-09,-1.5483350548880354e-09,-1.3125161819107996e-10,-2.701922122804107e-07,1.1748035743285427e-07,6.938145611842373e-10,-4.4105680542425717e-10,4.376058973263926e-07,4.3721114629356665e-09,9.169498427767751e-10,4.510778899247529e-11,3.232226065709487e-08,-4.156768533208794e-08,-2.090233179565443e-10,4.291280779138679e-10,-2.0225149273719934e-07,5.7776618125162385e-08,-9.632217769024758e-10,-3.613617105570559e-10,-2.0844772825170355e-07,6.940422243701939e-08,1.398691055576691e-10,-3.439034562753718e-10,8.61880383420748e-08,3.709522266378792e-08,5mV,2,6,1.5473213545280724,3.1647433246231774e-06,3.041136869459231e-06,-1.3621859208815976e-08,-1.4830364228394916e-08,0.0006328702622183873,0.0006081520333867311,-0.0005447393906472009,-0.0005930676164692277,0.0006328702622183873,0.0006309549062697729,-0.0005447393906472009,-0.0005930676164692277,4.468855418339062,0.0201369002443688,0.010237589674555863,0.0835150007867281,5.4664109329498705e-05,1,0.9976297472573189,0.9976372380547378,1,0.988938820534155,0.9890455643973746,0.0006328702622183873,0.0006309549062697729,-0.0005447393906472009,-0.0005930676164692277,0.0006343738886678878,0.0006324539820553593,-0.0005508322449643255,-0.0005997010170446078,0.0006343691254472434,0.0006324492332504072,-0.0005507727957701429,-0.0005996362936328254
0.3780242,0.0050002,3.5427485869955346e-06,3.54438883447036e-06,0.005000170310220171,-2.303929616531697e-19,-1.5128320958528894e-08,-1.6617740583624527e-08,-3.8620387213425644e-07,-1.1035965107133696e-08,-7.490668843601014e-09,-8.291758777047121e-09,1.9076111898989687e-08,8.820142018233119e-08,-5.259678499705626e-10,1.3056209914509554e-09,-2.635440967822778e-07,-7.287837403331266e-08,-1.7224267724286483e-09,-6.547504829632137e-10,-3.998724990732159e-07,-2.6648949922068787e-08,8.659235122926129e-10,-2.397646192295199e-10,4.457923982472955e-07,6.590566357838275e-08,1.1084310927012978e-09,-6.964512123063133e-11,-1.1661789059167001e-07,2.6312031632425392e-08,-3.7209433022178326e-10,5.79580025772146e-10,-2.7569709218864816e-07,3.681071310012039e-08,-8.979023167289601e-10,-3.410784583960615e-10,-3.600428961398081e-08,-6.657534391762498e-10,1.598317074040103e-10,-6.775299545674443e-10,5.20907127769542e-08,-1.8839805550503133e-07,5mV,2,7,1.5475139675582166,3.5427485869955346e-06,3.4009465347390637e-06,-1.5128320958528894e-08,-1.6617740583624527e-08,0.0007085255835694801,0.0006801661390988322,-0.0006050916163245547,-0.0006646643429215893,0.0007085255835694801,0.0007088536218907895,-0.0006050916163245547,-0.0006646643429215893,5.011363064135048,0.02247254763325481,0.01117422853449995,0.0834973351677772,5.438893178895978e-05,1,0.9976301729884797,0.9976376610952323,1,0.988940807279572,0.9890475128007981,0.0007085255835694801,0.0007088536218907895,-0.0006050916163245547,-0.0006646643429215893,0.0007102086552244465,0.0007105374727864963,-0.0006118582749043102,-0.0006720971953316209,0.0007102033245132731,0.0007105321396072714,-0.0006117922632564418,-0.0006720246846780737
0.4763719,0.0049964,3.9667269112326405e-06,3.982605203061802e-06,0.004996415920166178,3.1170812458958252e-19,-1.699940117615798e-08,-1.8772529686457253e-08,-4.296858633122895e-07,1.9224583951602919e-07,-7.966802865808588e-09,-9.02374683281187e-09,2.3778481768149336e-07,-6.673386702028238e-08,-5.05478716727042e-10,1.549014915501463e-09,-2.3046600214341655e-07,8.845206128089901e-08,-1.9914193107131725e-09,-3.731711330280128e-10,-1.3113514084194812e-07,1.2380839602696836e-07,7.245520443864243e-10,-4.735509292399009e-10,3.490707905571253e-07,8.973562877438953e-08,1.2926301403276052e-09,1.8368003222976252e-10,2.3983908881809177e-08,9.038235658731167e-08,-1.1819695210282342e-10,8.649237445169886e-10,-1.8695315399192928e-07,-5.4528958282448766e-08,-1.074459167743481e-09,5.7666405854232035e-11,1.5701998932944973e-07,2.3401648722166156e-08,1.2916697915586836e-10,-6.052434401424313e-10,5.999086744655187e-08,1.6491380899648332e-08,5mV,2,8,1.5477446434498257,3.9667269112326405e-06,3.801980328505578e-06,-1.699940117615798e-08,-1.8772529686457253e-08,0.0007939144728168886,0.0007609415207329509,-0.0006809519315904305,-0.0007519788619825301,0.0007939144728168886,0.0007970924091782461,-0.0006809519315904305,-0.0007519788619825301,5.621037857171234,0.02532562953169931,0.012037356636958887,0.0834295673300573,5.460157911049247e-05,1,0.9976337304331855,0.9976411960754026,1,0.9889574086881988,0.9890637940897926,0.0007939144728168886,0.0007970924091782461,-0.0006809519315904305,-0.0007519788619825301,0.0007957975443273761,0.000798983018379038,-0.0006885553671049173,-0.0007603753765088745,0.0007957915891405149,0.0007989770393543383,-0.000688481304906213,-0.0007602935892265218
0.5978954,0.0050001,4.439718467915146e-06,4.473587658998379e-06,0.005000067079806011,5.285485590866834e-19,-1.8795547167289036e-08,-2.0932647982430674e-08,-5.156994766679014e-07,-2.515902243771941e-08,-8.660991386277715e-09,-1.0028101321144832e-08,2.419628442810274e-07,-4.831037679170047e-08,-7.416279575205487e-10,1.8017244056196802e-09,-4.3751657850721814e-07,3.58070715441168e-08,-2.37354516408675e-09,-4.0495857989419005e-10,-1.097152288162437e-07,-9.298989497648527e-08,9.798193692739097e-10,-7.847309348158262e-10,4.877527036050422e-07,1.725485750612609e-07,1.5302231955573952e-09,3.294711594608746e-10,3.5531480551142875e-08,4.549014504946746e-08,6.88147526260398e-11,1.0543739766896032e-09,6.933342951091394e-08,1.224573576537172e-08,-1.2386258838489753e-09,-2.899125925410729e-10,-3.2545963450785347e-08,5.387116100759628e-08,9.346867197527531e-12,-8.191302639026237e-10,-3.766790562358218e-08,-3.72353966154555e-08,5mV,2,9,1.54730991969092,4.439718467915146e-06,4.246719324762286e-06,-1.8795547167289036e-08,-2.0932647982430674e-08,0.0008879317811247034,0.0008493324703409871,-0.0007518017142709854,-0.0008372834532218784,0.0008879317811247034,0.0008947055284650183,-0.0007518017142709854,-0.0008372834532218784,6.302704706480338,0.02813269174597671,0.013250493873826874,0.08350085124853121,5.413980692614007e-05,1,0.9976302708394261,0.9976377583278188,1,0.988941263917322,0.9890479606269169,0.0008879317811247034,0.0008947055284650183,-0.0007518017142709854,-0.0008372834532218784,0.0008900409370874241,0.0008968307745034592,-0.0007602086612232189,-0.0008466462911106492,0.0008900342571365804,0.0008968240435934088,-0.0007601266512843818,-0.0008465549564362468
0.7515633,0.0050002,4.96978127904681e-06,5.02659930254391e-06,0.0050002224558,-1.2197274440461925e-19,-2.08468275610703e-08,-2.3504553422616684e-08,-4.068233693349623e-07,2.327554408231902e-07,-9.522874543842273e-09,-1.106014028922949e-08,-2.1491297011453992e-08,1.1947675178723644e-08,-7.833764492320613e-10,2.386715968712535e-09,-4.6099221842541594e-07,-1.7124039591302337e-07,-2.7038314649117237e-09,-5.16398812468297e-10,-2.718079127192354e-07,-1.8026784845279798e-08,1.202070960310982e-09,-1.0091274972442429e-09,4.072549809123721e-07,-3.2921435737198566e-09,2.0075039930779876e-09,2.2796056120781643e-10,-4.285031860559018e-08,-1.7980465368769403e-07,-3.249660849578929e-10,1.2628718394491473e-09,-1.0627993189403963e-07,-6.734542238688936e-08,-1.4832619636915068e-09,2.3162105520181803e-11,-1.0840366104533386e-08,-1.1620193022634713e-08,1.1901937264605553e-10,-1.0361691952598333e-09,5.5756375483931466e-08,-7.19525831117383e-08,5mV,2,10,1.547512221217226,4.96978127904681e-06,4.741413612240774e-06,-2.08468275610703e-08,-2.3504553422616684e-08,0.0009939120355099643,0.0009482405341268325,-0.000833798907431141,-0.0009400984828997402,0.0009939120355099643,0.0010052751346519223,-0.000833798907431141,-0.0009400984828997402,7.068622674177697,0.031417419546449735,0.014594925241165046,0.08352732362808371,5.392693661788556e-05,1,0.9976301235595042,0.9976376119786284,1,0.9889405766110194,0.9890472865835406,0.0009939120355099643,0.0010052751346519223,-0.000833798907431141,-0.0009400984828997402,0.0009962730796096314,0.0010076631718628753,-0.0008431233657015771,-0.0009506117001704437,0.000996265601432894,0.0010076556081903792,-0.0008430323997059099,-0.0009505091370778803
0.9486946,0.0049999,5.575441320792632e-06,5.66171158192806e-06,0.004999867955562334,-2.0328790734103208e-19,-2.3386613625580245e-08,-2.636669010027404e-08,-5.871791659116455e-07,2.4240468348236507e-08,-1.051822242560217e-08,-1.1663916766704e-08,2.2142326393968365e-07,9.882084650973554e-08,-1.1684115918243646e-09,2.806164509841167e-09,-4.590146163815308e-07,1.1869197416996944e-07,-3.0915010475523087e-09,-6.312242934959708e-10,-2.101794141088788e-07,-1.1267499403010801e-07,1.4189311137487782e-09,-1.1706217428336504e-09,3.7854817427547063e-07,6.348033105225073e-08,2.178698614282525e-09,1.540933848548812e-10,5.9321107835490095e-08,-8.088095192965845e-08,-6.134892508296095e-10,1.4521561984448575e-09,-1.6087280523911893e-07,-9.317227295234552e-08,-2.057581325595993e-09,-5.723952513735393e-10,7.813064961132517e-08,-1.5384256101186347e-07,3.445507434656189e-10,-1.376325841343417e-09,1.463117743801532e-07,-1.2374850803499225e-07,5mV,2,11,1.5478735106483872,5.575441320792632e-06,5.301748631447398e-06,-2.3386613625580245e-08,-2.636669010027404e-08,0.0011151177131768,0.0010603777296856855,-0.0009355139561364615,-0.0010547233114139864,0.0011151177131768,0.001132372221076244,-0.0009355139561364615,-0.0010547233114139864,7.946101179732122,0.03524395045558974,0.015706048431576896,0.08357327578235038,5.3844257049438194e-05,1,0.9976304595813463,0.9976379458770739,1,0.9889421447129495,0.9890488244270665,0.0011151177131768,0.001132372221076244,-0.0009355139561364615,-0.0010547233114139864,0.0011177663056165677,0.0011350617958792498,-0.0009459744042033965,-0.0010665166987297628,0.0011177579178751503,0.0011350532783521165,-0.0009458723705357857,-0.0010664016632596107
1.195791,0.0050001,6.254748651685707e-06,6.376731283538778e-06,0.005000087417311261,4.472333961502706e-19,-2.6460312456103413e-08,-2.720848579511503e-08,-1.7496777848519918e-07,1.2572330159108365e-07,-1.3198479226036485e-08,-1.300055906448904e-08,2.4070431033065863e-07,9.091001894976544e-08,-8.007962399911044e-10,2.3488596381382834e-09,-2.43751981020873e-07,3.753807332016302e-08,-3.0194395878142163e-09,-9.231715596415665e-10,-2.569911916983283e-07,3.069479882608846e-08,1.2969839134260242e-09,-7.220189030452423e-10,4.974405039907257e-07,1.4346357945121435e-07,2.210379486516299e-09,1.7089046060988295e-10,2.628428711088015e-07,-3.0820787854523706e-08,-5.209379628073434e-10,1.3572862606968944e-09,8.12025536624506e-08,8.036177547016049e-08,-1.6189968285112304e-09,3.4419012055890934e-12,9.437366018384732e-08,-5.322410367352054e-08,1.9407396717663874e-10,-1.1109252801272494e-09,5.2913582081040545e-08,-1.4980565546089032e-07,5mV,2,12,1.548276338676266,6.254748651685707e-06,5.922992693627696e-06,-2.6460312456103413e-08,-2.720848579511503e-08,0.0012509278597871247,0.0011845778282037946,-0.0010583754897847727,-0.0010883013769198535,0.0012509278597871247,0.0012753239596294478,-0.0010583754897847727,-0.0010883013769198535,8.932221591419811,0.037953258549663395,0.018526046255728307,0.08367744234330463,5.164632810048887e-05,1,0.9976302515618939,0.9976377391721071,1,0.9889411739555046,0.9890478724010429,0.0012509278597871247,0.0012753239596294478,-0.0010583754897847727,-0.0010883013769198535,0.0012538992856608619,0.0012783533354494769,-0.0010702107644598809,-0.0011004712975666024,0.001253889874720669,0.0012783437409733312,-0.0010700953101647425,-0.0011003525787663438
0.0946587,0.0100012,3.5349528494918098e-06,3.4504853722013826e-06,0.010001205687797537,-3.7269449679189215e-19,-2.894796176331976e-08,-3.4938539898453506e-08,-4.345261188473441e-07,3.1182033723134593e-07,-3.2854843586118727e-08,-3.425171842828205e-08,2.5073788656676794e-07,-1.6833981363956937e-07,-2.7288933411266e-10,4.439080884956403e-09,-9.946064582352769e-08,-1.327041199008747e-07,-3.0935218629788183e-09,-3.874970882348405e-10,-1.3898314799273969e-07,2.281044905181843e-07,6.478114736093748e-10,-2.531515619961166e-09,8.533156366203141e-08,1.6271644466852926e-07,2.312449166432389e-09,6.762392294805257e-10,-1.2636125385674928e-07,3.29375786218716e-08,-2.630508228162573e-10,2.3420525576988886e-09,3.875165955464736e-07,6.4664702288116e-09,-1.926746514156284e-09,-6.609027724779788e-10,-1.9551891778424076e-07,-2.4595323039806436e-08,8.664186975029344e-10,-1.3249473502353778e-09,2.804908154374602e-07,2.1538509917462596e-08,10mV,1,1,1.5739165062757574,3.5349528494918098e-06,3.378642161256924e-06,-2.894796176331976e-08,-3.4938539898453506e-08,0.0003534526695921076,0.0003378234851603145,-0.00028940982584699373,-0.00034930116427651643,0.0003534526695921076,0.00034500694015435733,-0.00028940982584699373,-0.00034930116427651643,4.939811833653786,0.045372745789586624,0.04746178423066966,0.164477572312339,0.00021944860031207256,1,0.9905190518908557,0.9906389030602534,1,0.9557555754906597,0.9574634546545772,0.0003534526695921076,0.00034500694015435733,-0.00028940982584699373,-0.00034930116427651643,0.0003568358114035086,0.00034830924200373003,-0.00030280736337679056,-0.00036547122845419396,0.0003567926400833156,0.0003482671022595334,-0.00030226722956376833,-0.0003648193177279371
0.1193355,0.0099966,3.9607858601545075e-06,3.875886970682791e-06,0.009996587494360625,9.486769009248164e-19,-3.269388809611741e-08,-3.5506737072506616e-08,-4.940308798370379e-07,2.3773857871588603e-07,-3.9031062437773455e-08,-3.827663173661198e-08,3.19569921662888e-07,9.066620573375391e-08,-9.340746886454204e-11,3.2653120906668298e-09,-3.349469187183162e-07,1.533939934447864e-08,-1.98990608343813e-09,-2.085004022516095e-10,-1.1001378967473942e-08,-6.713763284524231e-08,5.687068153959252e-10,-1.8635179800869597e-09,5.414070912572925e-08,1.4647957148203955e-08,1.8313955131223123e-09,6.741741368335615e-10,1.619146056426143e-07,-7.657041829218997e-08,1.5391161138758465e-11,1.7630419680879352e-09,4.306462697312199e-07,-1.0998656308828458e-08,-1.3555910882596618e-09,-4.749156733522264e-10,-6.814948068334301e-08,1.3658913302333709e-08,7.673419228501907e-10,-8.820547029014187e-10,3.337137921948009e-07,6.361615902889973e-08,10mV,1,2,1.5810985929535217,3.9607858601545075e-06,3.785356606394997e-06,-3.269388809611741e-08,-3.5506737072506616e-08,0.00039621379419616003,0.0003786648802434261,-0.00032716213138617596,-0.0003553098287073825,0.00039621379419616003,0.0003877210070805958,-0.00032716213138617596,-0.0003553098287073825,5.541689673692358,0.048266123693306504,0.05466739770760614,0.16433645814693024,0.00020791011283276167,1,0.9905278057840506,0.9906474357350702,1,0.9557964269922365,0.9575011537942651,0.00039621379419616003,0.0003877210070805958,-0.00032716213138617596,-0.0003553098287073825,0.0004000026974331504,0.00039142869570803803,-0.0003422926913586729,-0.00037174216043629185,0.00039995439336312967,0.0003913814270289843,-0.0003416832764010143,-0.0003710803138976965
0.1502404,0.0100005,4.438603968571174e-06,4.3538129871759985e-06,0.010000458511993831,5.421010862427522e-20,-3.726553469762039e-08,-3.642400639121527e-08,-6.319085971630709e-07,-1.909174326990964e-07,-4.597939967892453e-08,-4.287210047895773e-08,4.517797370085832e-07,-8.207039364549473e-08,1.900908559683395e-11,1.99309780823855e-09,-3.15090806578715e-07,1.1939254675740996e-07,-8.693367222503759e-10,1.0716764411065514e-11,-1.4415965565615644e-07,6.58521018781225e-09,4.1608831293004653e-10,-9.508595405242712e-10,3.908395468443436e-08,7.275702813932639e-08,9.645770553936116e-10,4.829687397090455e-10,1.9913787947601497e-07,5.550349767800613e-08,7.832492675027172e-11,1.0824935084546026e-09,3.29360689262701e-07,-3.584818808084503e-09,-8.04989133620094e-10,-4.548782884760744e-10,-1.0072216468953264e-07,-6.750384222889451e-08,5.995372600460247e-10,-2.3586519418265274e-10,2.284213265418624e-07,1.5866459490470585e-08,10mV,1,3,1.5896508083492067,4.438603968571174e-06,4.2397933950654345e-06,-3.726553469762039e-08,-3.642400639121527e-08,0.00044384004625866214,0.0004239599004366181,-0.0003726211759371658,-0.00036420666452168584,0.00044384004625866214,0.00043536133687813893,-0.0003726211759371658,-0.00036420666452168584,6.217466744351608,0.05210977180804806,0.06286590645423107,0.16432235646857954,0.000200052428084092,1,0.990520468454144,0.9906402838119158,1,0.9557621861193384,0.9574695549675871,0.00044384004625866214,0.00043536133687813893,-0.0003726211759371658,-0.00036420666452168584,0.00044808770782025456,0.00043952785504532355,-0.00038986808784527443,-0.00038106410758984586,0.00044803351278104313,0.00043947469529797276,-0.0003891728713502332,-0.0003803845904364189
